test_dur,protocol,pkt_len,pd,ed,nav,eirp,nss,mcs,per,mean_rssi_value,std_rssi_value,ap_hear_prob_pd,nav_silence_ratio,pd_counts,ap_pair_hear_prob_pd,throughput
60,tcp,1500,-82,-62,-86,22,2,11,0.03,-79.26724137931035,2.364820320580949,0.9741379310344828,16.636666666666667,119.0,0.0,42.66
60,udp,1500,-82,-62,-86,22,2,11,0.02,-61.0,0.0,1.0,8.36,1.0,0.0,87.91
60,udp,1500,-82,-62,-86,22,2,11,0.02,-84.13333333333334,0.8259674462242579,0.0,6.66,48.0,0.0,109.3
60,udp,1500,-82,-62,-86,22,2,11,0.07,-79.26724137931035,2.364820320580949,0.9741379310344828,15.02,119.0,0.0,78.27
60,tcp,1500,-82,-62,-86,23,2,11,0.02,-83.30188679245283,0.7418718208051885,0.09433962264150944,9.06,55.0,0.017857142857142856,93.33
60,tcp,1500,-82,-62,-86,23,2,11,0.03,-83.64285714285714,0.7423074889580903,0.017857142857142856,7.133333333333334,53.0,0.017857142857142856,117.32
60,tcp,1500,-82,-62,-86,23,2,11,0.04,-78.09009009009009,2.6965094205188374,0.963963963963964,16.19333333333333,113.0,0.017857142857142856,36.0
60,udp,1500,-82,-62,-86,23,2,11,0.02,-83.30188679245283,0.7418718208051885,0.09433962264150944,8.4645,55.0,0.017857142857142856,78.07
60,udp,1500,-82,-62,-86,23,2,11,0.05,-83.64285714285714,0.7423074889580903,0.017857142857142856,6.556666666666667,53.0,0.017857142857142856,106.52
60,udp,1500,-82,-62,-86,23,2,11,0.12,-78.09009009009009,2.6965094205188374,0.963963963963964,15.021166666666666,113.0,0.017857142857142856,84.51
60,tcp,1500,-82,-62,-86,24,2,11,0.01,-82.38333333333334,1.4729976993268594,0.6,8.863333333333333,60.0,0.6,89.34
60,tcp,1500,-82,-62,-86,24,2,11,0.03,-47.0,0.0,1.0,6.843333333333334,1.0,0.6,115.99
60,tcp,1500,-82,-62,-86,24,2,11,0.04,-77.30088495575221,2.971501678563025,0.9646017699115044,15.706666666666667,118.0,0.6,42.66
60,udp,1500,-82,-62,-86,24,2,11,0.03,-82.38333333333334,1.4729976993268594,0.6,7.657,60.0,0.6,83.29
60,udp,1500,-82,-62,-86,24,2,11,0.04,-47.0,0.0,1.0,6.47,1.0,0.6,102.2
60,udp,1500,-82,-62,-86,24,2,11,0.06,-77.30088495575221,2.971501678563025,0.9646017699115044,14.127,118.0,0.6,100.89
60,tcp,1500,-82,-62,-86,25,2,11,0.03,-54.0,0.0,1.0,8.774833333333333,1.0,0.8596491228070176,97.33
60,tcp,1500,-82,-62,-86,25,2,11,0.03,-81.84210526315789,1.0223720901286644,0.8596491228070176,7.174,59.0,0.8596491228070176,117.32
60,tcp,1500,-82,-62,-86,25,2,11,0.04,-76.00847457627118,2.672825467210157,0.9830508474576272,15.948833333333333,123.0,0.8596491228070176,42.67
60,udp,1500,-82,-62,-86,25,2,11,0.02,-54.0,0.0,1.0,7.964166666666666,1.0,0.8596491228070176,88.84
60,udp,1500,-82,-62,-86,25,2,11,0.03,-81.84210526315789,1.0223720901286644,0.8596491228070176,6.79,59.0,0.8596491228070176,105.44
60,udp,1500,-82,-62,-86,25,2,11,0.05,-76.00847457627118,2.672825467210157,0.9830508474576272,14.754166666666666,123.0,0.8596491228070176,95.05
60,tcp,1500,-82,-62,-86,26,2,11,0.02,-80.78125,1.5659337270459437,0.9375,9.026666666666667,64.0,0.9375,94.67
60,tcp,1500,-82,-62,-86,26,2,11,0.03,-81.28333333333333,0.8581310441237333,0.95,7.406666666666666,61.0,0.9375,115.99
60,tcp,1500,-82,-62,-86,26,2,11,0.03,-75.19166666666666,2.6403782346895346,1.0,16.433333333333334,122.0,0.9375,34.67
60,udp,1500,-82,-62,-86,26,2,11,0.06,-80.78125,1.5659337270459437,0.9375,7.506,64.0,0.9375,111.41
60,udp,1500,-82,-62,-86,26,2,11,0.04,-81.28333333333333,0.8581310441237333,0.95,7.7,61.0,0.9375,107.54
60,udp,1500,-82,-62,-86,26,2,11,0.04,-75.19166666666666,2.6403782346895346,1.0,15.206,122.0,0.9375,100.07
60,tcp,1500,-82,-62,-86,27,2,11,0.02,-56.0,0.0,1.0,8.756666666666666,1.0,1.0,94.67
60,tcp,1500,-82,-62,-86,27,2,11,0.02,-78.91228070175438,0.7786786323218299,1.0,7.276666666666666,57.0,1.0,113.33
60,tcp,1500,-82,-62,-86,27,2,11,0.03,-74.11475409836065,3.2396030957851782,1.0,16.033333333333335,122.0,1.0,34.67
60,udp,1500,-82,-62,-86,27,2,11,0.02,-56.0,0.0,1.0,8.206666666666667,1.0,1.0,86.84
60,udp,1500,-82,-62,-86,27,2,11,0.02,-78.91228070175438,0.7786786323218299,1.0,6.507,57.0,1.0,106.85
60,udp,1500,-82,-62,-86,27,2,11,0.04,-74.11475409836065,3.2396030957851782,1.0,14.713666666666667,122.0,1.0,94.08
60,tcp,1500,-82,-62,-86,28,2,11,0.02,-77.84615384615384,0.6617173282340482,1.0,8.4265,26.0,1.0,90.68
60,tcp,1500,-82,-62,-86,28,2,11,0.03,-44.0,0.0,1.0,7.053333333333334,1.0,1.0,113.33
60,tcp,1500,-82,-62,-86,28,2,11,0.05,-73.23275862068965,2.823417343125201,1.0,15.479833333333334,118.0,1.0,42.67
60,udp,1500,-82,-62,-86,28,2,11,0.03,-77.84615384615384,0.6617173282340482,1.0,7.869166666666667,26.0,1.0,89.55
60,udp,1500,-82,-62,-86,28,2,11,0.03,-44.0,0.0,1.0,7.11,1.0,1.0,103.58
60,udp,1500,-82,-62,-86,28,2,11,0.05,-73.23275862068965,2.823417343125201,1.0,14.979166666666666,118.0,1.0,88.35
60,tcp,1500,-82,-62,-86,29,2,11,0.02,-48.0,0.0,1.0,7.98,1.0,0.984375,92.0
60,tcp,1500,-82,-62,-86,29,2,11,0.04,-78.28125,1.3859648038460428,0.984375,7.053333333333334,65.0,0.984375,106.67
60,tcp,1500,-82,-62,-86,29,2,11,0.04,-72.69291338582677,2.9417221669387157,1.0,15.033333333333333,127.0,0.984375,42.67
60,udp,1500,-82,-62,-86,29,2,11,0.02,-48.0,0.0,1.0,7.878666666666667,1.0,0.984375,84.31
60,udp,1500,-82,-62,-86,29,2,11,0.03,-78.28125,1.3859648038460428,0.984375,6.723333333333334,65.0,0.984375,103.64
60,udp,1500,-82,-62,-86,29,2,11,0.05,-72.69291338582677,2.9417221669387157,1.0,14.602,127.0,0.984375,95.44
60,tcp,1500,-82,-62,-82,9,2,5,0.15,-88.74285714285715,2.033193928532251,0.0,0.0,8.0,0.0,46.66
60,tcp,1500,-82,-62,-82,9,2,4,0.21,-87.57142857142857,1.7202277969703277,0.0,0.0,10.0,0.0,48.0
60,tcp,1500,-82,-62,-82,9,2,2,0.17,-81.57142857142857,3.178370780183856,0.6428571428571429,16.854666666666667,17.0,0.0,24.0
60,udp,1500,-82,-62,-82,9,2,5,0.12,-88.74285714285715,2.033193928532251,0.0,0.0,8.0,0.0,67.29
60,udp,1500,-82,-62,-82,9,2,4,0.15,-87.57142857142857,1.7202277969703277,0.0,0.0,10.0,0.0,52.77
60,udp,1500,-82,-62,-82,9,1,4,0.14,-81.57142857142857,3.178370780183856,0.6428571428571429,20.7025,17.0,0.0,19.66
60,tcp,1500,-82,-62,-82,10,2,5,0.12,-80.0,11.40175425099138,0.3333333333333333,18.185,6.0,0.0,57.34
60,tcp,1500,-82,-62,-82,10,2,5,0.18,-90.21052631578948,1.4718033109589013,0.0,0.0,6.0,0.0,64.01
60,tcp,1500,-82,-62,-82,10,1,5,0.18,-81.45454545454545,2.3496087242400154,0.6363636363636364,22.426666666666666,12.0,0.0,24.0
60,udp,1500,-82,-62,-82,10,2,5,0.12,-80.0,11.40175425099138,0.3333333333333333,18.152666666666665,6.0,0.0,61.74
60,udp,1500,-82,-62,-82,10,2,5,0.18,-90.21052631578948,1.4718033109589013,0.0,0.0,6.0,0.0,62.11
60,udp,1500,-82,-62,-82,10,2,3,0.16,-81.45454545454545,2.3496087242400154,0.6363636363636364,18.6575,12.0,0.0,30.83
60,tcp,1500,-82,-62,-82,11,2,5,0.12,-83.45454545454545,2.1046976186891317,0.2727272727272727,20.0535,11.0,0.0,62.67
60,tcp,1500,-82,-62,-82,11,2,4,0.17,-89.3,1.1590225767142472,0.0,0.0,7.0,0.0,56.0
60,tcp,1500,-82,-62,-82,11,1,5,0.18,-80.0,1.4142135623730951,1.0,21.741333333333333,12.0,0.0,30.67
60,udp,1500,-82,-62,-82,11,2,5,0.11,-83.45454545454545,2.1046976186891317,0.2727272727272727,17.4385,11.0,0.0,65.38
60,udp,1500,-82,-62,-82,11,2,5,0.19,-89.3,1.1590225767142472,0.0,0.0,7.0,0.0,55.07
60,udp,1500,-82,-62,-82,11,2,4,0.21,-80.0,1.4142135623730951,1.0,19.630666666666666,12.0,0.0,35.2
60,tcp,1500,-82,-62,-82,12,2,5,0.1,-79.42857142857143,9.589535112479092,0.2857142857142857,16.908,16.0,0.0,60.0
60,tcp,1500,-82,-62,-82,12,2,5,0.17,-87.08333333333333,1.8008485654145256,0.0,0.0,11.0,0.0,61.34
60,tcp,1500,-82,-62,-82,12,1,5,0.19,-86.11864406779661,2.042636595956994,0.0847457627118644,19.145,16.0,0.0,24.0
60,udp,1500,-82,-62,-82,12,2,6,0.12,-79.42857142857143,9.589535112479092,0.2857142857142857,16.691166666666668,16.0,0.0,43.5
60,udp,1500,-82,-62,-82,12,2,5,0.15,-87.08333333333333,1.8008485654145256,0.0,0.0,11.0,0.0,72.08
60,udp,1500,-82,-62,-82,12,2,3,0.15,-86.11864406779661,2.042636595956994,0.0847457627118644,16.958833333333335,16.0,0.0,19.24
60,tcp,1500,-82,-62,-82,13,2,6,0.09,-79.16666666666667,9.83898142876363,0.5,17.982166666666668,5.0,0.16666666666666666,74.66
60,tcp,1500,-82,-62,-82,13,2,4,0.14,-83.16666666666667,9.581521567869874,0.16666666666666666,5.1795,4.0,0.16666666666666666,66.66
60,tcp,1500,-82,-62,-82,13,1,5,0.18,-80.27272727272727,2.178027009220171,0.9090909090909091,22.685333333333332,37.0,0.16666666666666666,26.68
60,udp,1500,-82,-62,-82,13,2,6,0.09,-79.16666666666667,9.83898142876363,0.5,18.772333333333332,5.0,0.16666666666666666,66.06
60,udp,1500,-82,-62,-82,13,2,5,0.14,-83.16666666666667,9.581521567869874,0.16666666666666666,7.514,4.0,0.16666666666666666,70.46
60,udp,1500,-82,-62,-82,13,1,5,0.17,-80.27272727272727,2.178027009220171,0.9090909090909091,19.583666666666666,37.0,0.16666666666666666,29.81
60,tcp,1500,-82,-62,-82,14,2,7,0.11,-81.44444444444444,7.119786374933686,0.3333333333333333,21.263166666666667,9.0,0.08333333333333333,70.66
60,tcp,1500,-82,-62,-82,14,2,5,0.14,-86.58333333333333,2.32588095615881,0.08333333333333333,8.8925,7.0,0.08333333333333333,64.0
60,tcp,1500,-82,-62,-82,14,2,4,0.16,-79.9090909090909,1.676280810416889,0.9090909090909091,20.752,47.0,0.08333333333333333,38.66
60,udp,1500,-82,-62,-82,14,2,7,0.09,-81.44444444444444,7.119786374933686,0.3333333333333333,20.146,9.0,0.08333333333333333,82.92
60,udp,1500,-82,-62,-82,14,2,5,0.15,-86.58333333333333,2.32588095615881,0.08333333333333333,9.013666666666667,7.0,0.08333333333333333,71.57
60,udp,1500,-82,-62,-82,14,2,4,0.17,-79.9090909090909,1.676280810416889,0.9090909090909091,21.658166666666666,47.0,0.08333333333333333,32.94
60,tcp,1500,-82,-62,-82,15,2,7,0.12,-83.53846153846153,1.4472990555559062,0.23076923076923078,7.7155,15.0,0.0,72.0
60,tcp,1500,-82,-62,-82,15,2,5,0.11,-89.009009009009,1.3456335491386529,0.0,0.0,7.0,0.0,73.34
60,tcp,1500,-82,-62,-82,15,1,5,0.16,-80.53333333333333,1.1469767022723503,1.0,21.17866666666667,64.0,0.0,32.01
60,udp,1500,-82,-62,-82,15,2,7,0.1,-83.53846153846153,1.4472990555559062,0.23076923076923078,10.232,15.0,0.0,91.19
60,udp,1500,-82,-62,-82,15,2,5,0.14,-89.009009009009,1.3456335491386529,0.0,0.0,7.0,0.0,68.84
60,udp,1500,-82,-62,-82,15,2,4,0.13,-80.53333333333333,1.1469767022723503,1.0,21.961333333333332,64.0,0.0,39.77
60,tcp,1500,-82,-62,-82,16,2,7,0.12,-83.63636363636364,1.7200807207658635,0.2727272727272727,8.0075,12.0,0.0,73.33
60,tcp,1500,-82,-62,-82,16,2,5,0.11,-86.41176470588235,0.8442764761416074,0.0,0.0,32.0,0.0,80.0
60,tcp,1500,-82,-62,-82,16,2,4,0.14,-75.125,7.149082108914403,1.0,22.091833333333334,64.0,0.0,34.66
60,udp,1500,-82,-62,-82,16,2,7,0.1,-83.63636363636364,1.7200807207658635,0.2727272727272727,9.570666666666666,12.0,0.0,90.0
60,udp,1500,-82,-62,-82,16,2,5,0.12,-86.41176470588235,0.8442764761416074,0.0,0.0,32.0,0.0,80.06
60,udp,1500,-82,-62,-82,16,2,4,0.12,-75.125,7.149082108914403,1.0,21.9925,64.0,0.0,37.0
60,tcp,1500,-82,-62,-82,17,2,8,0.12,-84.34722222222223,1.1803921455533117,0.027777777777777776,17.0545,28.0,0.011235955056179775,90.66
60,tcp,1500,-82,-62,-82,17,2,5,0.11,-86.19101123595506,1.1404356007352257,0.011235955056179775,3.65,49.0,0.011235955056179775,85.32
60,tcp,1500,-82,-62,-82,17,2,4,0.14,-82.01587301587301,2.221768661196532,0.5396825396825397,22.78,62.0,0.011235955056179775,24.0
60,udp,1500,-82,-62,-82,17,2,8,0.11,-84.34722222222223,1.1803921455533117,0.027777777777777776,20.848,28.0,0.011235955056179775,71.84
60,udp,1500,-82,-62,-82,17,2,6,0.1,-86.19101123595506,1.1404356007352257,0.011235955056179775,8.426666666666666,49.0,0.011235955056179775,87.75
60,udp,1500,-82,-62,-82,17,2,4,0.12,-82.01587301587301,2.221768661196532,0.5396825396825397,20.170666666666666,62.0,0.011235955056179775,35.83
60,tcp,1500,-82,-62,-82,18,2,8,0.12,-83.10606060606061,0.9232483476716439,0.15151515151515152,3.902,16.0,0.15151515151515152,86.67
60,tcp,1500,-82,-62,-82,18,2,6,0.12,-82.2,7.138627319029898,0.2,3.902,6.0,0.15151515151515152,92.0
60,tcp,1500,-82,-62,-82,18,2,4,0.14,-81.30555555555556,1.2762672230733492,0.9166666666666666,22.150166666666667,73.0,0.15151515151515152,22.66
60,udp,1500,-82,-62,-82,18,2,8,0.13,-83.10606060606061,0.9232483476716439,0.15151515151515152,7.704,16.0,0.15151515151515152,76.57
60,udp,1500,-82,-62,-82,18,2,6,0.11,-82.2,7.138627319029898,0.2,7.704,6.0,0.15151515151515152,93.37
60,udp,1500,-82,-62,-82,18,2,4,0.12,-81.30555555555556,1.2762672230733492,0.9166666666666666,19.983666666666668,73.0,0.15151515151515152,30.36
60,tcp,1500,-82,-62,-82,19,2,9,0.13,-82.38461538461539,0.7583850796225377,0.6153846153846154,20.058833333333332,33.0,0.017391304347826087,57.34
60,tcp,1500,-82,-62,-82,19,2,6,0.1,-86.23478260869565,2.1113788397431033,0.017391304347826087,5.535833333333334,58.0,0.017391304347826087,106.68
60,tcp,1500,-82,-62,-82,19,2,5,0.14,-82.93650793650794,2.1371470069468996,0.5,18.357,111.0,0.017391304347826087,34.67
60,udp,1500,-82,-62,-82,19,2,8,0.15,-82.38461538461539,0.7583850796225377,0.6153846153846154,23.4825,33.0,0.017391304347826087,21.21
60,udp,1500,-82,-62,-82,19,2,6,0.08,-86.23478260869565,2.1113788397431033,0.017391304347826087,10.3925,58.0,0.017391304347826087,100.12
60,udp,1500,-82,-62,-82,19,2,5,0.13,-82.93650793650794,2.1371470069468996,0.5,15.383333333333333,111.0,0.017391304347826087,55.23
60,tcp,1500,-82,-62,-82,20,2,9,0.12,-81.75,0.82915619758885,0.828125,16.477333333333334,23.0,0.02631578947368421,88.0
60,tcp,1500,-82,-62,-82,20,2,6,0.11,-86.07894736842105,2.1074002311075186,0.02631578947368421,2.6983333333333337,65.0,0.02631578947368421,108.01
60,tcp,1500,-82,-62,-82,20,2,5,0.14,-82.15,1.9435791725576808,0.525,20.629,116.0,0.02631578947368421,21.33
60,udp,1500,-82,-62,-82,20,2,9,0.15,-81.75,0.82915619758885,0.828125,21.265833333333333,23.0,0.02631578947368421,47.69
60,udp,1500,-82,-62,-82,20,2,6,0.1,-86.07894736842105,2.1074002311075186,0.02631578947368421,8.5725,65.0,0.02631578947368421,97.05
60,udp,1500,-82,-62,-82,20,2,5,0.12,-82.15,1.9435791725576808,0.525,16.9915,116.0,0.02631578947368421,49.48
60,tcp,1500,-82,-62,-82,21,2,9,0.11,-80.64615384615385,0.753060815416641,0.9846153846153847,13.759666666666666,46.0,0.4915254237288136,125.33
60,tcp,1500,-82,-62,-82,21,2,8,0.11,-82.16949152542372,2.471207365469058,0.4915254237288136,8.989166666666666,60.0,0.4915254237288136,113.33
60,tcp,1500,-82,-62,-82,21,2,4,0.13,-79.58666666666667,1.3768886019653959,1.0,21.7665,128.0,0.4915254237288136,3.99
60,udp,1500,-82,-62,-82,21,2,9,0.19,-80.64615384615385,0.753060815416641,0.9846153846153847,17.541333333333334,46.0,0.4915254237288136,39.51
60,udp,1500,-82,-62,-82,21,2,6,0.12,-82.16949152542372,2.471207365469058,0.4915254237288136,14.73,60.0,0.4915254237288136,54.61
60,udp,1500,-82,-62,-82,21,2,5,0.15,-79.58666666666667,1.3768886019653959,1.0,11.674,128.0,0.4915254237288136,61.03
60,tcp,1500,-82,-62,-82,22,2,9,0.07,-82.37068965517241,2.8512857729204386,0.5,13.898833333333334,28.0,0.4444444444444444,146.66
60,tcp,1500,-82,-62,-82,22,2,8,0.11,-83.5982905982906,2.1285998329620264,0.4444444444444444,0.20083333333333334,67.0,0.4444444444444444,133.32
60,tcp,1500,-82,-62,-82,22,2,11,0.08,-80.15322580645162,2.1328625125400236,0.8387096774193549,26.016,128.0,0.4444444444444444,0.0
60,udp,1500,-82,-62,-82,22,2,9,0.2,-82.37068965517241,2.8512857729204386,0.5,14.209333333333333,28.0,0.4444444444444444,47.25
60,udp,1500,-82,-62,-82,22,2,7,0.15,-83.5982905982906,2.1285998329620264,0.4444444444444444,8.837333333333333,67.0,0.4444444444444444,37.78
60,udp,1500,-82,-62,-82,22,2,6,0.17,-80.15322580645162,2.1328625125400236,0.8387096774193549,10.214166666666667,128.0,0.4444444444444444,54.18
60,tcp,1500,-82,-62,-82,23,2,9,0.08,-78.36363636363636,1.8800093780904363,1.0,13.599,38.0,0.48214285714285715,117.33
60,tcp,1500,-82,-62,-82,23,2,8,0.13,-82.42857142857143,1.9305545359627967,0.48214285714285715,0.996,90.0,0.48214285714285715,113.33
60,tcp,1500,-82,-62,-82,23,2,7,0.17,-79.16666666666667,2.2938386836115456,0.9912280701754386,21.6215,121.0,0.48214285714285715,9.33
60,udp,1500,-82,-62,-82,23,2,9,0.13,-78.36363636363636,1.8800093780904363,1.0,14.231833333333332,38.0,0.48214285714285715,49.88
60,udp,1500,-82,-62,-82,23,2,7,0.17,-82.42857142857143,1.9305545359627967,0.48214285714285715,8.1685,90.0,0.48214285714285715,48.28
60,udp,1500,-82,-62,-82,23,2,7,0.23,-79.16666666666667,2.2938386836115456,0.9912280701754386,11.171833333333334,121.0,0.48214285714285715,61.4
60,tcp,1500,-82,-62,-82,24,2,9,0.1,-77.20689655172414,2.302611865489179,1.0,7.767,2.0,0.5585585585585585,71.99
60,tcp,1500,-82,-62,-82,24,2,8,0.18,-81.06306306306307,2.450516692268411,0.5585585585585585,7.281166666666667,96.0,0.5585585585585585,68.01
60,tcp,1500,-82,-62,-82,24,2,11,0.18,-75.56603773584905,1.58423166261761,1.0,11.810833333333333,120.0,0.5585585585585585,33.34
60,udp,1500,-82,-62,-82,24,2,9,0.15,-77.20689655172414,2.302611865489179,1.0,13.877166666666668,2.0,0.5585585585585585,53.05
60,udp,1500,-82,-62,-82,24,2,8,0.18,-81.06306306306307,2.450516692268411,0.5585585585585585,14.036166666666666,96.0,0.5585585585585585,43.38
60,udp,1500,-82,-62,-82,24,2,11,0.27,-75.56603773584905,1.58423166261761,1.0,10.959,120.0,0.5585585585585585,81.47
60,tcp,1500,-82,-62,-82,25,2,9,0.07,-68.8,10.514751542475931,1.0,11.474,9.0,0.9152542372881356,117.32
60,tcp,1500,-82,-62,-82,25,2,9,0.14,-79.96610169491525,2.008170612771018,0.9152542372881356,10.887666666666666,126.0,0.9152542372881356,112.0
60,tcp,1500,-82,-62,-82,25,2,11,0.09,-77.23684210526316,2.3105502936053517,1.0,21.904333333333334,129.0,0.9152542372881356,0.0
60,udp,1500,-82,-62,-82,25,2,9,0.07,-68.8,10.514751542475931,1.0,11.890666666666666,9.0,0.9152542372881356,122.02
60,udp,1500,-82,-62,-82,25,2,9,0.13,-79.96610169491525,2.008170612771018,0.9152542372881356,11.743333333333334,126.0,0.9152542372881356,116.45
60,udp,1500,-82,-62,-82,25,2,7,0.19,-77.23684210526316,2.3105502936053517,1.0,21.783333333333335,129.0,0.9152542372881356,3.06
60,tcp,1500,-82,-62,-82,26,2,9,0.13,-75.42105263157895,2.0082930556146223,1.0,8.603,57.0,0.9285714285714286,73.1
60,tcp,1500,-82,-62,-82,26,2,9,0.19,-81.08928571428571,2.6610738012145028,0.9285714285714286,8.0405,39.0,0.9285714285714286,63.44
60,tcp,1500,-82,-62,-82,26,2,11,0.23,-76.53781512605042,2.549641319201178,1.0,12.7675,123.0,0.9285714285714286,35.87
60,udp,1500,-82,-62,-82,26,2,9,0.15,-75.42105263157895,2.0082930556146223,1.0,11.3315,57.0,0.9285714285714286,71.22
60,udp,1500,-82,-62,-82,26,2,9,0.23,-81.08928571428571,2.6610738012145028,0.9285714285714286,10.996,39.0,0.9285714285714286,65.34
60,udp,1500,-82,-62,-82,26,2,8,0.35,-76.53781512605042,2.549641319201178,1.0,13.9295,123.0,0.9285714285714286,27.99
60,tcp,1500,-82,-62,-82,27,2,11,0.2,-75.04918032786885,0.6634788965523953,1.0,9.9475,65.0,1.0,45.33
60,tcp,1500,-82,-62,-82,27,2,11,0.23,-76.21666666666667,2.114171757975738,1.0,7.54,59.0,1.0,62.67
60,tcp,1500,-82,-62,-82,27,2,11,0.28,-75.52678571428571,2.5702967499207285,1.0,8.7675,121.0,1.0,48.0
60,udp,1500,-82,-62,-82,27,2,8,0.19,-75.04918032786885,0.6634788965523953,1.0,12.56,65.0,1.0,34.59
60,udp,1500,-82,-62,-82,27,2,9,0.34,-76.21666666666667,2.114171757975738,1.0,13.309666666666667,59.0,1.0,24.71
60,udp,1500,-82,-62,-82,27,2,11,0.32,-75.52678571428571,2.5702967499207285,1.0,7.659666666666666,121.0,1.0,86.33
60,tcp,1500,-82,-62,-82,28,2,11,0.19,-76.67226890756302,3.251655670571168,1.0,7.355833333333333,34.0,0.9363636363636364,60.01
60,tcp,1500,-82,-62,-82,28,2,11,0.21,-77.8,2.7263028578511364,0.9363636363636364,7.588,102.0,0.9363636363636364,53.33
60,tcp,1500,-82,-62,-82,28,2,11,0.25,-74.6910569105691,2.6629956885829906,1.0,8.391833333333333,128.0,0.9363636363636364,44.0
60,udp,1500,-82,-62,-82,28,2,7,0.24,-76.67226890756302,3.251655670571168,1.0,13.122833333333332,34.0,0.9363636363636364,30.08
60,udp,1500,-82,-62,-82,28,2,10,0.34,-77.8,2.7263028578511364,0.9363636363636364,13.4755,102.0,0.9363636363636364,26.51
60,udp,1500,-82,-62,-82,28,2,11,0.31,-74.6910569105691,2.6629956885829906,1.0,7.034666666666666,128.0,0.9363636363636364,87.04
60,tcp,1500,-82,-62,-82,29,2,11,0.21,-76.52727272727273,2.859463048479528,1.0,10.411333333333333,71.0,1.0,30.66
60,tcp,1500,-82,-62,-82,29,2,11,0.22,-77.51754385964912,2.111922945748278,1.0,5.244,120.0,1.0,75.99
60,tcp,1500,-82,-62,-82,29,2,11,0.27,-74.51327433628319,2.7494650943902847,1.0,8.863333333333333,129.0,1.0,46.67
60,udp,1500,-82,-62,-82,29,2,11,0.3,-76.52727272727273,2.859463048479528,1.0,11.035833333333333,71.0,1.0,60.12
60,udp,1500,-82,-62,-82,29,2,11,0.34,-77.51754385964912,2.111922945748278,1.0,11.358666666666666,120.0,1.0,53.62
60,udp,1500,-82,-62,-82,29,2,11,0.41,-74.51327433628319,2.7494650943902847,1.0,11.5765,129.0,1.0,38.83
60,tcp,1500,-82,-62,-86,9,2,5,0.13,-84.625,2.595067436503337,0.25,15.559166666666666,8.0,0.043478260869565216,60.01
60,tcp,1500,-82,-62,-86,9,2,4,0.15,-81.25,9.98436277385793,0.25,17.585333333333335,3.0,0.043478260869565216,33.33
60,tcp,1500,-82,-62,-86,9,2,3,0.16,-85.28260869565217,1.7278164591316192,0.043478260869565216,16.811166666666665,22.0,0.043478260869565216,34.66
60,udp,1500,-82,-62,-86,9,2,5,0.12,-84.625,2.595067436503337,0.25,18.265666666666668,8.0,0.043478260869565216,57.21
60,udp,1500,-82,-62,-86,9,2,4,0.15,-81.25,9.98436277385793,0.25,17.650666666666666,3.0,0.043478260869565216,37.63
60,udp,1500,-82,-62,-86,9,2,4,0.16,-85.28260869565217,1.7278164591316192,0.043478260869565216,16.265,22.0,0.043478260869565216,44.43
60,tcp,1500,-82,-62,-86,10,2,5,0.13,-84.77777777777777,1.987615979999813,0.1111111111111111,16.047333333333334,8.0,0.0,60.01
60,tcp,1500,-82,-62,-86,10,2,5,0.15,-88.625,1.79843682124227,0.0,14.868666666666666,9.0,0.0,62.66
60,tcp,1500,-82,-62,-86,10,2,4,0.17,-78.2,5.635601121442148,0.8,21.072,9.0,0.0,21.32
60,udp,1500,-82,-62,-86,10,2,5,0.13,-84.77777777777777,1.987615979999813,0.1111111111111111,15.152,8.0,0.0,61.72
60,udp,1500,-82,-62,-86,10,2,5,0.14,-88.625,1.79843682124227,0.0,13.7995,9.0,0.0,68.48
60,udp,1500,-82,-62,-86,10,2,4,0.17,-78.2,5.635601121442148,0.8,20.7225,9.0,0.0,19.04
60,tcp,1500,-82,-62,-86,11,2,5,0.12,-83.83333333333333,1.7716909687891083,0.3333333333333333,17.341333333333335,5.0,0.0,51.99
60,tcp,1500,-82,-62,-86,11,2,5,0.14,-87.54545454545455,0.9875254992000196,0.0,14.483166666666667,5.0,0.0,65.33
60,tcp,1500,-82,-62,-86,11,2,4,0.19,-74.28571428571429,12.360239083613296,1.0,18.443166666666666,7.0,0.0,25.33
60,tcp,1500,-82,-62,-86,12,2,5,0.12,-78.6,7.964923100695952,0.6,13.934833333333334,5.0,0.058823529411764705,53.34
60,tcp,1500,-82,-62,-86,12,2,5,0.14,-79.66666666666667,8.339997335464536,0.3333333333333333,13.224833333333333,3.0,0.058823529411764705,57.34
60,tcp,1500,-82,-62,-86,12,1,5,0.18,-84.23529411764706,1.4050083426466102,0.058823529411764705,17.05,60.0,0.058823529411764705,17.33
60,udp,1500,-82,-62,-86,12,2,5,0.12,-78.6,7.964923100695952,0.6,16.9125,5.0,0.058823529411764705,50.83
60,udp,1500,-82,-62,-86,12,2,5,0.13,-79.66666666666667,8.339997335464536,0.3333333333333333,12.375,3.0,0.058823529411764705,70.55
60,udp,1500,-82,-62,-86,12,2,3,0.15,-84.23529411764706,1.4050083426466102,0.058823529411764705,18.1875,60.0,0.058823529411764705,21.59
60,tcp,1500,-82,-62,-86,13,2,8,0.16,-81.81818181818181,8.222122948796374,0.18181818181818182,18.503666666666668,36.0,0.03125,46.67
60,tcp,1500,-82,-62,-86,13,2,5,0.13,-87.9375,4.879405061070458,0.03125,11.135666666666667,4.0,0.03125,64.0
